Area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
E01015123,0.008188173,0.007970782,0.008078015,0.008353873,0.008417753,0.006724721,0.004364827,0.004276378,0.004201874,0.004055516,0.003865176,0.003791394,0.003612895,0.003655925,0.003655925,0.005626914
E01015124,0.003419002,0.00350416,0.005289514,0.005433077,0.005382508,0.003609033,0.005548925,0.005614773,0.003683846,0.005626914,0.003761826,0.003804209,0.003983743,0.006024201,0.006024201,0.007630088
E01015125,0.004668033,0.003087599,0.004655506,0.00478388,0.004819318,0.004823784,0.006250853,0.006304553,0.007971653,0.007843139,0.006861243,0.007963498,0.00817252,0.009595658,0.008484287,0.008484287
E01015126,0.004565488,0.004445277,0.004712027,0.00460283,0.00706234,0.00712031,0.008881852,0.009015203,0.009216475,0.00734126,0.007620734,0.007631908,0.007922328,0.008057234,0.005238367,0.005238367
E01015127,0.00535482,0.006762888,0.005371399,0.00670794,0.005289514,0.006541841,0.006509604,0.00675597,0.005501998,0.00571339,0.005841642,0.00589457,0.006031182,0.007542951,0.008871044,0.008871044
E01015128,0.005038598,0.005028861,0.004947593,0.004947593,0.003232435,0.004933524,0.005072976,0.003391528,0.003468167,0.005371399,0.005519503,0.006904277,0.007006819,0.005688412,0.007205565,0.007205565
E01015129,0.004846242,0.004990288,0.006328717,0.006227279,0.005048373,0.005063106,0.006484041,0.006471335,0.005241571,0.005112844,0.005178983,0.005268098,0.005365861,0.005461583,0.006918742,0.006918742
E01015130,0.002909351,0.002877124,0.002889434,0.004581737,0.004541755,0.004553676,0.004533842,0.004697525,0.004801534,0.004775102,0.004740309,0.004710279,0.005990076,0.006163357,0.00486436,0.00486436
E01015131,0.005955271,0.003979049,0.003812801,0.006038179,0.005989538,0.003941886,0.004036125,0.004060393,0.004099834,0.006489933,0.006498035,0.006622049,0.004398946,0.004439432,0.004439432,0.004439432
E01015132,0.004065281,0.004031306,0.006339733,0.006263439,0.00618896,0.006218538,0.006024201,0.006080504,0.007692292,0.007764635,0.007792116,0.00766551,0.007755518,0.007810545,0.007810545,0.009185068
E01015133,0.005955271,0.007245085,0.007374514,0.005854785,0.007333573,0.005881248,0.005776804,0.00742425,0.005881248,0.007440978,0.007551575,0.006080504,0.00391901,0.006218538,0.007875738,0.007875738
E01015134,0.006324326,0.006433775,0.006394254,0.006441738,0.00413498,0.006324326,0.006255911,0.006457723,0.006196328,0.003909934,0.003869606,0,0.006003355,0.003817111,0.00587461,0.00587461
E01015135,0.007014261,0.006977212,0.008029212,0.006875528,0.007939132,0.008224329,0.007988014,0.007947237,0.008012682,0.007882852,0.006783726,0.009224446,0.008259234,0.009302254,0.011152951,0.011968928
E01015136,0.006038179,0.006324326,0.006263439,0.007961174,0.007792116,0.007719262,0.007866358,0.009339348,0.007857001,0.008942381,0.007317324,0.008771087,0.008800837,0.008800837,0.008800837,0.00748313
E01015137,0.007349895,0.005444444,0.007021717,0.007006819,0.005531234,0.005484604,0.005257455,0.006561337,0.006509604,0.005153343,0.005305691,0.005365861,0.006854123,0.005427411,0.005427411,0.006875528
E01015138,0.003384729,0.005278785,0.005410485,0.003401779,0.003377956,0.003361144,0.003311694,0.003471733,0.003443409,0.003555823,0.005682202,0.005776804,0.006059268,0.006116231,0.003974365,0.003974365
E01015139,0.007980413,0.005996439,0.006045192,0.006024201,0.005809042,0.007261015,0.007174258,0.005828558,0.005914666,0.006159662,0.006159662,0.006152381,0.008097823,0.009441294,0.008028917,0.009441294
E01015140,0.006355215,0.006145117,0.006116231,0.007773774,0.006240908,0.006145117,0.007875738,0.006410004,0.006605241,0.004265573,0.004427789,0.00705277,0.007279652,0.007229097,0.007229097,0.009152619
E01015141,0.003761826,0.003671828,0.003905411,0,0,0,0.003087599,0.003168731,0.004942895,0.004859818,0.005028861,0.006477682,0.005220541,0.005305691,0.006721593,0.006721593
E01015142,0.003529803,0.003593668,0.003511448,0.005365861,0.005410485,0.003493284,0.003518767,0.003582231,0.003736846,0.003687869,0.003736846,0.003799928,0.00575127,0.007158707,0.007158707,0.008420046
E01015143,0.006882693,0.006904277,0.007059241,0.007158707,0.007189878,0.005663652,0.007245085,0.007399298,0.005921395,0.005982653,0.00780132,0.009088551,0.008058304,0.007932491,0.007932491,0.009328156
E01015144,0.008356769,0.009195602,0.008241744,0.008285608,0.006897067,0.008070837,0.006804693,0.007858976,0.008104449,0.008206986,0.00911956,0.007811655,0.008628982,0.011305831,0.012702021,0.012702021
E01015145,0.007399298,0.009294742,0.007913482,0.007466212,0.008285608,0.006396133,0.007561248,0.008272949,0.007583347,0.007251319,0.005904398,0.007902428,0.009044965,0.008976182,0.009637209,0.01025434
E01015146,0.006797689,0.006186449,0.007035048,0.006861412,0.007349434,0.006940951,0.006916282,0.007736118,0.006972036,0.008588918,0.008551294,0.008254777,0.008812369,0.008887604,0.009458106,0.009458106
E01015147,0.008548489,0.00973652,0.008127717,0.007942029,0.006489933,0.007990067,0.007942029,0.006465745,0.006630485,0.008570674,0.008604168,0.008683349,0.008978439,0.007110582,0.009002915,0.009002915
