Area,16 to 24,25 to 34,35 to 49,50 to 64,65 and over,Total
E01020026,56,46,32,52,70,412
E01020027,40,40,28,52,62,363
E01020029,35,47,33,59,63,359
E01020030,35,71,52,51,89,436
E01020031,34,58,46,47,63,373
E01020032,29,43,30,48,61,323
E01020033,57,63,55,50,69,470
E01020035,57,74,41,67,75,473
E01020036,44,37,30,48,42,329
E01020037,34,41,24,44,40,291
E01020038,39,44,35,45,67,374
E01020039,50,62,40,56,74,429
E01020040,30,34,29,42,50,303
E01020041,49,61,46,63,82,484
E01020042,45,47,31,45,52,379
E01020043,48,46,46,64,55,442
E01020044,45,32,35,44,68,383
E01020045,40,35,36,52,60,375
E01020046,43,30,25,52,52,362
E01020047,65,61,50,55,73,508
E01020048,47,61,41,62,66,447
E01020049,40,29,25,37,47,318
E01020050,69,59,39,54,90,531
E01020051,69,44,32,45,50,431
E01020052,44,50,39,49,62,406
E01020053,42,44,28,38,45,315
E01020054,49,70,44,63,78,496
E01020055,45,49,45,53,61,417
E01020056,52,47,40,69,75,503
E01020057,47,58,45,63,62,435
E01020058,50,47,38,57,69,432
E01020059,53,33,39,70,67,475
E01020060,48,52,38,48,49,388
E01020061,60,45,47,63,66,459
E01020062,39,43,29,55,51,360
E01020063,65,60,51,74,79,559
E01020064,49,43,43,57,49,393
E01020065,48,47,33,79,59,403
E01020066,64,83,63,93,94,625
E01020067,40,50,41,65,49,382
E01020068,41,39,28,41,53,370
E01020069,41,30,28,49,56,361
E01020070,54,41,37,55,71,447
E01020071,51,47,43,55,59,431
E01020072,47,29,33,55,59,397
E01020073,52,38,27,52,58,399
E01020074,56,41,41,76,72,503
E01020075,54,42,40,52,66,448
E01020076,42,35,34,54,64,400
E01020077,42,35,31,53,50,371
E01020078,26,42,29,41,45,297
E01020079,34,35,24,36,46,286
E01020080,36,31,23,31,43,295
E01020081,38,38,22,34,42,289
E01020082,35,28,20,41,38,282
E01020083,59,49,41,72,77,523
E01020084,41,44,33,39,48,339
E01020085,38,36,35,51,45,334
E01020086,48,41,26,41,44,343
E01020087,67,50,33,52,80,506
E01020088,58,44,37,61,74,479
E01020089,60,61,57,70,64,519
E01020090,48,36,40,49,58,415
E01020091,43,31,23,41,40,306
E01020092,55,41,30,32,40,343
E01020093,33,44,36,36,41,316
E01020094,45,53,38,47,56,387
E01020095,30,46,32,48,40,309
E01020096,45,58,32,50,50,371
E01020097,70,53,36,74,80,562
E01020098,67,48,36,69,70,519
E01020099,47,28,20,44,53,341
E01020100,33,21,16,38,39,261
E01020101,47,38,29,39,43,335
E01020102,35,37,36,50,53,347
E01020103,32,42,25,54,51,315
E01020104,28,38,29,37,40,253
E01020105,47,42,29,45,47,342
E01020106,47,37,22,26,39,284
E01020107,55,57,36,36,55,402
E01020108,67,44,44,67,77,524
E01020109,41,30,25,47,40,315
